"Gene"	"IS01"	"IS02"	"IS03"	"State"	"MaxFC"	"InitialState"
"ANO9"	"ANO9"	1.37357123869839	-0.746857371545774	-0.728136636471446	"S01"	1.37357123869839	"IS01"
"DAPP1"	"DAPP1"	1.37269023928995	-1.60627790932268	0.20158810698348	"S01"	1.37269023928995	"IS01"
"GPR18"	"GPR18"	1.36560560660208	-1.39469909595222	-0.0191378607245771	"S01"	1.36560560660208	"IS01"
"RHOH"	"RHOH"	1.36508870125775	-1.07622913957514	-0.362717363000714	"S01"	1.36508870125775	"IS01"
"MS4A1"	"MS4A1"	1.36490805275328	-1.10400486331532	-0.332499382803242	"S01"	1.36490805275328	"IS01"
"ZBED2"	"ZBED2"	1.36449426848804	-1.02829313083395	-0.41385542042945	"S01"	1.36449426848804	"IS01"
"PLA2G2D"	"PLA2G2D"	1.36408453276396	-1.26915809643686	-0.15310470359824	"S01"	1.36408453276396	"IS01"
"ZAP70"	"ZAP70"	1.36379762350187	-1.19230239740075	-0.23583878594926	"S01"	1.36379762350187	"IS01"
"IKZF1"	"IKZF1"	1.36124039882243	-1.60138330373765	0.209096145026069	"S01"	1.36124039882243	"IS01"
"SELL"	"SELL"	1.355062693168	-1.23306976400086	-0.182020195217298	"S01"	1.355062693168	"IS01"
"SLAMF1"	"SLAMF1"	1.35466980571098	-1.26037937107582	-0.15206870940984	"S01"	1.35466980571098	"IS01"
"CD226"	"CD226"	1.34730740137742	-0.875833969455603	-0.559402015782165	"S01"	1.34730740137742	"IS01"
"SLAMF6"	"SLAMF6"	1.33880032554001	-1.50225118904184	0.127049357307495	"S01"	1.33880032554001	"IS01"
"CD38"	"CD38"	1.3379028058476	-1.36312510088714	-0.0222952698569777	"S01"	1.3379028058476	"IS01"
"S1PR4"	"S1PR4"	1.33447836906812	-1.37966301697941	-0.000595953827607296	"S01"	1.33447836906812	"IS01"
"CD3G"	"CD3G"	1.33107521317484	-1.03485724205019	-0.369409531423489	"S01"	1.33107521317484	"IS01"
"CD52"	"CD52"	1.32703491148097	-1.43828533432279	0.0710742668104164	"S01"	1.32703491148097	"IS01"
"CD5"	"CD5"	1.32506311067786	-1.17603328831517	-0.210126746290301	"S01"	1.32506311067786	"IS01"
"NLRC3"	"NLRC3"	1.3163681761017	-0.705512570176811	-0.708880640744002	"S01"	1.3163681761017	"IS01"
"TBX21"	"TBX21"	1.31226934924836	-1.18158388567469	-0.189828917192102	"S01"	1.31226934924836	"IS01"
"PTK2B"	"PTK2B"	1.31097742047662	-1.02253172760809	-0.360265990664877	"S01"	1.31097742047662	"IS01"
"NBEAL2"	"NBEAL2"	1.31072146487144	-0.94872468401368	-0.439740114555933	"S01"	1.31072146487144	"IS01"
"STAT4"	"STAT4"	1.29937786869044	-1.2975827277723	-0.0500650404251734	"S01"	1.29937786869044	"IS01"
"PCED1B"	"PCED1B"	1.29615440682221	-1.3599495209623	0.0209350095135352	"S01"	1.29615440682221	"IS01"
"SP140"	"SP140"	1.28326306997259	-1.13759923626338	-0.204941112599968	"S01"	1.28326306997259	"IS01"
"GPR132"	"GPR132"	1.27982466009498	-1.33307480374261	0.0101443036255739	"S01"	1.27982466009498	"IS01"
"CCDC64"	"CCDC64"	1.27717011455847	-0.484541035667678	-0.903863897727359	"S01"	1.27717011455847	"IS01"
"FGD3"	"FGD3"	1.274937156534	-1.64207701994898	0.349532895983404	"S01"	1.274937156534	"IS01"
"TMEM156"	"TMEM156"	1.27384093732768	-0.889802255280986	-0.462193935561362	"S01"	1.27384093732768	"IS01"
"P2RY10"	"P2RY10"	1.26588327960681	-1.10659184008578	-0.219024203846432	"S01"	1.26588327960681	"IS01"
"CCL22"	"CCL22"	1.26505074491667	-0.80343778641273	-0.545699669166192	"S01"	1.26505074491667	"IS01"
"FCRL3"	"FCRL3"	1.25492095014654	-0.656963192970442	-0.692666648501074	"S01"	1.25492095014654	"IS01"
"KLRG1"	"KLRG1"	1.2534998413241	-0.96188414126683	-0.361562886448375	"S01"	1.2534998413241	"IS01"
"GPR55"	"GPR55"	1.24758006985751	-0.870289423780578	-0.453928988841648	"S01"	1.24758006985751	"IS01"
"CD79A"	"CD79A"	1.2463388786534	-0.930831207082809	-0.387116726182379	"S01"	1.2463388786534	"IS01"
"SPNS3"	"SPNS3"	1.24512550239348	-0.948504996287839	-0.366661211625028	"S01"	1.24512550239348	"IS01"
"LAX1"	"LAX1"	1.24369385819845	-0.521082408513823	-0.826958894695344	"S01"	1.24369385819845	"IS01"
"SEPT1"	"SEPT1"	1.24081592668591	-0.928625811771395	-0.383327026817793	"S01"	1.24081592668591	"IS01"
"RASAL3"	"RASAL3"	1.23954783192965	-1.25095622232555	-0.0335806056354059	"S01"	1.23954783192965	"IS01"
"SLC12A3"	"SLC12A3"	1.23911887567174	-0.604090904166467	-0.732141626330578	"S01"	1.23911887567174	"IS01"
"LY75"	"LY75"	1.23774512323297	-0.677760350154611	-0.650994681150102	"S01"	1.23774512323297	"IS01"
"PRKCB"	"PRKCB"	1.23694704293808	-1.22638351523224	-0.0572284187736487	"S01"	1.23694704293808	"IS01"
"CCR6"	"CCR6"	1.23541193111095	-0.864425628652222	-0.44666547492041	"S01"	1.23541193111095	"IS01"
"TNFSF14"	"TNFSF14"	1.23430109904993	-1.18252188106614	-0.101670504255113	"S01"	1.23430109904993	"IS01"
"NUP210"	"NUP210"	1.23107326660982	-0.445170457210761	-0.894887807192101	"S01"	1.23107326660982	"IS01"
"LILRA4"	"LILRA4"	1.22187665750016	-1.16157109299178	-0.110424408055143	"S01"	1.22187665750016	"IS01"
"NCR3"	"NCR3"	1.22088418467437	-1.25673230680162	-0.00647835716647851	"S01"	1.22088418467437	"IS01"
"STAP1"	"STAP1"	1.22051338526821	-1.07053684134926	-0.20727761687461	"S01"	1.22051338526821	"IS01"
"IL16"	"IL16"	1.21997808058739	-1.2433945308547	-0.0198791888275296	"S01"	1.21997808058739	"IS01"
"DENND2D"	"DENND2D"	1.21926319836617	-1.19216528511643	-0.0744414847929127	"S01"	1.21926319836617	"IS01"
"IPCEF1"	"IPCEF1"	1.21715490935795	-0.751899141373532	-0.547862382127286	"S01"	1.21715490935795	"IS01"
"KCNA3"	"KCNA3"	1.21712096479887	-0.924765977255442	-0.361014437909853	"S01"	1.21712096479887	"IS01"
"RASGRP1"	"RASGRP1"	1.21184416626348	-0.834834231827963	-0.452302083453247	"S01"	1.21184416626348	"IS01"
"CORO1A"	"CORO1A"	1.19852442102344	-1.55778386804556	0.34384695884279	"S01"	1.19852442102344	"IS01"
"PARP15"	"PARP15"	1.19795238274751	-1.01057506752997	-0.246859483213398	"S01"	1.19795238274751	"IS01"
"PTPRC"	"PTPRC"	1.19234797077644	-1.40511580250303	0.185768316355607	"S01"	1.19234797077644	"IS01"
"PIM2"	"PIM2"	1.18373352974118	-0.541989967319449	-0.737347577200073	"S01"	1.18373352974118	"IS01"
"TREML2"	"TREML2"	1.17914559637585	-1.03228285155191	-0.202380523284557	"S01"	1.17914559637585	"IS01"
"CLECL1"	"CLECL1"	1.17762173695733	-1.29535707891291	0.0836160706375247	"S01"	1.17762173695733	"IS01"
"SEMA4D"	"SEMA4D"	1.17362365440277	-0.533076836446082	-0.735679865370581	"S01"	1.17362365440277	"IS01"
"BLK"	"BLK"	1.17324654009314	-0.662405101617784	-0.595498685615086	"S01"	1.17324654009314	"IS01"
"CD37"	"CD37"	1.166733761285	-1.34143267911606	0.145577497822521	"S01"	1.166733761285	"IS01"
"TNFRSF13B"	"TNFRSF13B"	1.16403479128886	-0.72387345561602	-0.518776460367434	"S01"	1.16403479128886	"IS01"
"ARHGAP25"	"ARHGAP25"	1.16398564754694	-1.15896608700906	-0.0485350099801314	"S01"	1.16398564754694	"IS01"
"CD6"	"CD6"	1.16074634185448	-0.705490156830467	-0.534967042238669	"S01"	1.16074634185448	"IS01"
"CCL19"	"CCL19"	1.15792250794907	-1.11598186757457	-0.0882095256538533	"S01"	1.15792250794907	"IS01"
"TCL1A"	"TCL1A"	1.15785115371515	-0.601503054702281	-0.644105642733395	"S01"	1.15785115371515	"IS01"
"KLHL6"	"KLHL6"	1.15435135202272	-1.1499247587214	-0.0475373891733804	"S01"	1.15435135202272	"IS01"
"TMC8"	"TMC8"	1.15065726383639	-1.51568973539801	0.351858484187464	"S01"	1.15065726383639	"IS01"
"PSD4"	"PSD4"	1.15063706050506	-0.588314340524681	-0.650294978647704	"S01"	1.15063706050506	"IS01"
"POU2AF1"	"POU2AF1"	1.14709704573137	-0.673871869230268	-0.553879854982605	"S01"	1.14709704573137	"IS01"
"SYTL1"	"SYTL1"	1.14475466435785	-0.42219971197869	-0.823233425818879	"S01"	1.14475466435785	"IS01"
"GAPT"	"GAPT"	1.14203662463925	-0.934722036706756	-0.266333911163894	"S01"	1.14203662463925	"IS01"
"SNX20"	"SNX20"	1.13568753010253	-1.7527735427785	0.624796704353031	"S01"	1.13568753010253	"IS01"
"IL7R"	"IL7R"	1.13477298356082	-0.919183334003438	-0.275007402575369	"S01"	1.13477298356082	"IS01"
"P2RX5"	"P2RX5"	1.13410698442046	-0.538864667136881	-0.685257594150013	"S01"	1.13410698442046	"IS01"
"SUSD3"	"SUSD3"	1.13335622846194	-1.24704360017092	0.0808810607185997	"S01"	1.13335622846194	"IS01"
"ZC3H12D"	"ZC3H12D"	1.11555839775125	-1.25702522455602	0.111560342136509	"S01"	1.11555839775125	"IS01"
"CLEC2D"	"CLEC2D"	1.11184647477447	-0.566548792801973	-0.630460039337235	"S01"	1.11184647477447	"IS01"
"ATP2A3"	"ATP2A3"	1.1072185244666	-0.285623214681529	-0.928871996171849	"S01"	1.1072185244666	"IS01"
"CD53"	"CD53"	1.10699731594335	-1.22478451972156	0.0862878348504867	"S01"	1.10699731594335	"IS01"
"MZB1"	"MZB1"	1.10615961642448	-0.766266194798392	-0.40827756817626	"S01"	1.10615961642448	"IS01"
"CD1C"	"CD1C"	1.09694381499467	-0.979953391981864	-0.167054236288541	"S01"	1.09694381499467	"IS01"
"PLCG2"	"PLCG2"	1.09218649543607	-1.04011646489834	-0.0967212694573339	"S01"	1.09218649543607	"IS01"
"IRF5"	"IRF5"	1.08926356474301	-1.16322584104277	0.0395848628544505	"S01"	1.08926356474301	"IS01"
"GCSAM"	"GCSAM"	1.08494465119043	-0.413700643663872	-0.765568634720934	"S01"	1.08494465119043	"IS01"
"FCMR"	"FCMR"	1.08169318450979	-0.972733770749921	-0.157810620221934	"S01"	1.08169318450979	"IS01"
"SPIB"	"SPIB"	1.0774210301801	-0.272217140272267	-0.910054859100481	"S01"	1.0774210301801	"IS01"
"ARHGAP15"	"ARHGAP15"	1.07601421018312	-1.1295259900992	0.0179755782482145	"S01"	1.07601421018312	"IS01"
"CXCL13"	"CXCL13"	1.07299636501192	-0.945987128790048	-0.176994208711814	"S01"	1.07299636501192	"IS01"
"NCF1"	"NCF1"	1.06946164059196	-1.16387005069471	0.0624135544347951	"S01"	1.06946164059196	"IS01"
"TNFRSF17"	"TNFRSF17"	1.06497058053097	-0.878581597430189	-0.240866181839683	"S01"	1.06497058053097	"IS01"
"WDFY4"	"WDFY4"	1.05594028548611	-1.57695008116141	0.523924731584186	"S01"	1.05594028548611	"IS01"
"APOBEC3G"	"APOBEC3G"	1.05557602334127	-0.78590411817281	-0.330518627602092	"S01"	1.05557602334127	"IS01"
"SERPINB9"	"SERPINB9"	1.04902577213055	-0.808302416080487	-0.298992531884447	"S01"	1.04902577213055	"IS01"
"SASH3"	"SASH3"	1.0474450867542	-1.70364853058943	0.670337524980839	"S01"	1.0474450867542	"IS01"
"HCLS1"	"HCLS1"	1.0463551110328	-0.977872673704215	-0.112760016632847	"S01"	1.0463551110328	"IS01"
"LIMD2"	"LIMD2"	1.04571329729299	-0.655579302113985	-0.460331715266028	"S01"	1.04571329729299	"IS01"
"BLNK"	"BLNK"	1.04021091998317	-1.48914446746835	0.446617495019587	"S01"	1.04021091998317	"IS01"
"CCR4"	"CCR4"	1.03527623961092	-0.727993371661896	-0.370411387983173	"S01"	1.03527623961092	"IS01"
"P2RY8"	"P2RY8"	1.02925226008208	-1.05781097428536	-0.00725823864592343	"S01"	1.02925226008208	"IS01"
"FCRL5"	"FCRL5"	1.0291893745041	-0.500752816444329	-0.60917754945281	"S01"	1.0291893745041	"IS01"
"DENND1C"	"DENND1C"	1.02506207064878	-1.63109142719963	0.616945474874135	"S01"	1.02506207064878	"IS01"
"NUGGC"	"NUGGC"	1.02107464076661	-0.385758944055455	-0.724376846597735	"S01"	1.02107464076661	"IS01"
"CNR2"	"CNR2"	1.01778655280681	-0.429259881441689	-0.673692110599758	"S01"	1.01778655280681	"IS01"
"CYTIP"	"CYTIP"	1.01668389789156	-1.04435123295671	-0.00775602013545404	"S01"	1.01668389789156	"IS01"
"PLD4"	"PLD4"	1.01661141695859	-0.238664331770614	-0.878347355238641	"S01"	1.01661141695859	"IS01"
"ADAMDEC1"	"ADAMDEC1"	1.0137558411894	-1.20986932974044	0.174385183221397	"S01"	1.0137558411894	"IS01"
"ITGAX"	"ITGAX"	1.00699971099997	-1.04946596811524	0.00859523341345407	"S01"	1.00699971099997	"IS01"
"PKHD1L1"	"PKHD1L1"	1.00519609319948	-0.467868563750231	-0.617897012642667	"S01"	1.00519609319948	"IS01"
"ZBTB32"	"ZBTB32"	1.00085349838824	-0.499447088983747	-0.578917714383187	"S01"	1.00085349838824	"IS01"
"FUT7"	"FUT7"	0.996764651664555	-1.20672555695218	0.18997881425329	"S01"	0.996764651664555	"IS01"
"IL24"	"IL24"	0.957360902483791	-0.87577553558821	-0.123623726210427	"S01"	0.957360902483791	"IS01"
"FAM159A"	"FAM159A"	0.951250738681886	-0.101918541903336	-0.953069512436973	"S01"	0.951250738681886	"IS01"
"JAK3"	"JAK3"	0.948181168577364	-0.656157603524318	-0.350695550206281	"S01"	0.948181168577364	"IS01"
"FCRLA"	"FCRLA"	0.94711631716064	-1.2121227904464	0.251303098890511	"S01"	0.94711631716064	"IS01"
"TMIGD2"	"TMIGD2"	0.946829375396471	-0.794937947543126	-0.19921050754262	"S01"	0.946829375396471	"IS01"
"CYFIP2"	"CYFIP2"	0.94438853449489	-0.349103944045837	-0.678276667746401	"S01"	0.94438853449489	"IS01"
"PACSIN1"	"PACSIN1"	0.936136892622512	-0.108180945734199	-0.929409315582196	"S01"	0.936136892622512	"IS01"
"CLEC17A"	"CLEC17A"	0.931442559477756	-0.509611401422459	-0.490353272183625	"S01"	0.931442559477756	"IS01"
"VAV1"	"VAV1"	0.929845784565312	-1.21225788559156	0.270752286701254	"S01"	0.929845784565312	"IS01"
"CD19"	"CD19"	0.925656389676558	-0.849958823881328	-0.1160867830655	"S01"	0.925656389676558	"IS01"
"FCHO1"	"FCHO1"	0.921463260376132	-0.451192702896289	-0.542330114146469	"S01"	0.921463260376132	"IS01"
"IRF4"	"IRF4"	0.920286524671583	-0.64141107687876	-0.335453791409215	"S01"	0.920286524671583	"IS01"
"SYNGR2"	"SYNGR2"	0.91162310009057	-1.00041141602794	0.0621860241330818	"S01"	0.91162310009057	"IS01"
"ARL11"	"ARL11"	0.907631889535742	-1.13017329217818	0.206875248263712	"S01"	0.907631889535742	"IS01"
"PAX5"	"PAX5"	0.90512673030581	-0.187187716881528	-0.809370063777649	"S01"	0.90512673030581	"IS01"
"CSF2RB"	"CSF2RB"	0.901693567979106	-1.08279690521322	0.162314791135253	"S01"	0.901693567979106	"IS01"
"LRMP"	"LRMP"	0.901170733100886	-0.867023297205415	-0.0702784084940681	"S01"	0.901170733100886	"IS01"
"LTF"	"LTF"	0.896798285612464	-0.805251711001251	-0.132145329479081	"S01"	0.896798285612464	"IS01"
"PNOC"	"PNOC"	0.895936376276959	-0.235971430866214	-0.746379514614627	"S01"	0.895936376276959	"IS01"
"CCDC88C"	"CCDC88C"	0.890984656526318	-0.189997377603119	-0.790527248370242	"S01"	0.890984656526318	"IS01"
"ACY3"	"ACY3"	0.889732029522817	-0.371917051008269	-0.592534163060189	"S01"	0.889732029522817	"IS01"
"POU2F2"	"POU2F2"	0.88654067783716	-1.09225394026229	0.189470932560928	"S01"	0.88654067783716	"IS01"
"RHOF"	"RHOF"	0.881792936957723	-0.404768316634186	-0.548159677899508	"S01"	0.881792936957723	"IS01"
"NCKAP1L"	"NCKAP1L"	0.88115362155507	-1.17500903504333	0.284922012296387	"S01"	0.88115362155507	"IS01"
"TRIM14"	"TRIM14"	0.86935767414045	-0.773149266572257	-0.136166859648853	"S01"	0.86935767414045	"IS01"
"FAM78A"	"FAM78A"	0.86787812586826	-0.942222667860682	0.0481974221991599	"S01"	0.86787812586826	"IS01"
"FCRL2"	"FCRL2"	0.867170631345346	-0.394619432967515	-0.542783869860602	"S01"	0.867170631345346	"IS01"
"IL9R"	"IL9R"	0.855052167883298	-0.354629354832583	-0.572454733407685	"S01"	0.855052167883298	"IS01"
"CSTA"	"CSTA"	0.849837617447211	-1.05873332803018	0.194269444617541	"S01"	0.849837617447211	"IS01"
"RASGRP2"	"RASGRP2"	0.84220422229982	-0.485102262857602	-0.417097994033847	"S01"	0.84220422229982	"IS01"
"RBP5"	"RBP5"	0.839577196557752	-0.581864670831617	-0.309594666768324	"S01"	0.839577196557752	"IS01"
"NCCRP1"	"NCCRP1"	0.828896182407599	0.118718095761494	-1.05474722258795	"S01"	0.828896182407599	"IS01"
"C1orf228"	"C1orf228"	0.828437279363634	-0.426524119872208	-0.465013708628483	"S01"	0.828437279363634	"IS01"
"FCRL1"	"FCRL1"	0.824276415199286	-0.184753079576645	-0.721635043914811	"S01"	0.824276415199286	"IS01"
"INPP5D"	"INPP5D"	0.821250233775956	-1.42783997230517	0.625099642937395	"S01"	0.821250233775956	"IS01"
"BFSP2"	"BFSP2"	0.81915915925767	-0.734924020033587	-0.12136864194882	"S01"	0.81915915925767	"IS01"
"GPA33"	"GPA33"	0.809263539654587	-0.848845045319026	0.0128013643234179	"S01"	0.809263539654587	"IS01"
"GMIP"	"GMIP"	0.805099018210474	-1.11848185103707	0.308841319902752	"S01"	0.805099018210474	"IS01"
"TNF"	"TNF"	0.80433749461283	-0.825680541110061	-0.00672573432651353	"S01"	0.80433749461283	"IS01"
"NUAK2"	"NUAK2"	0.804087857196652	-0.408659517622741	-0.457104002826662	"S01"	0.804087857196652	"IS01"
"CD79B"	"CD79B"	0.801770960603379	-0.606170551725123	-0.241072452744282	"S01"	0.801770960603379	"IS01"
"SORL1"	"SORL1"	0.790951923740481	-0.316755842862125	-0.5417385109149	"S01"	0.790951923740481	"IS01"
"AMPD3"	"AMPD3"	0.748319617235206	-0.73314328027584	-0.0441159779450471	"S01"	0.748319617235206	"IS01"
"FAM129C"	"FAM129C"	0.747633004550211	-0.0374907430282701	-0.795111337105406	"S01"	0.747633004550211	"IS01"
"SNX22"	"SNX22"	0.739158493011895	0.220801020839355	-1.06476458754916	"S01"	0.739158493011895	"IS01"
"SELP"	"SELP"	0.736300223744085	-0.663539060059687	-0.10590034402148	"S01"	0.736300223744085	"IS01"
"SYK"	"SYK"	0.726851370663908	-1.25002906172664	0.538455964350195	"S01"	0.726851370663908	"IS01"
"SELPLG"	"SELPLG"	0.726633244285101	-1.27435021617764	0.564982623952322	"S01"	0.726633244285101	"IS01"
"SEL1L3"	"SEL1L3"	0.724961224321555	-0.206726348745692	-0.586885305946978	"S01"	0.724961224321555	"IS01"
"ST6GAL1"	"ST6GAL1"	0.713018300549844	-0.580814766700122	-0.169274949357554	"S01"	0.713018300549844	"IS01"
"IFNLR1"	"IFNLR1"	0.712557302404685	0.101192147872216	-0.905776219606405	"S01"	0.712557302404685	"IS01"
"BIK"	"BIK"	0.709780919279557	0.0833478333338946	-0.883389459711145	"S01"	0.709780919279557	"IS01"
"SLC5A10"	"SLC5A10"	0.675355610810256	-0.293026617591255	-0.438180222702066	"S01"	0.675355610810256	"IS01"
"MEF2B"	"MEF2B"	0.653273123468182	-0.386691225888164	-0.312279277430973	"S01"	0.653273123468182	"IS01"
"LGALS9B"	"LGALS9B"	0.65114787701977	-0.528217579722577	-0.156962250878274	"S01"	0.65114787701977	"IS01"
"FAM46C"	"FAM46C"	0.645239041466099	0.0638412733055502	-0.790171366387777	"S01"	0.645239041466099	"IS01"
"RBM38"	"RBM38"	0.641847521946318	-0.00307197583035572	-0.714070313199871	"S01"	0.641847521946318	"IS01"
"IL17REL"	"IL17REL"	0.641622153000705	0.0128491251705257	-0.731023691459966	"S01"	0.641622153000705	"IS01"
"FCAMR"	"FCAMR"	0.626809567156845	-0.106746661212251	-0.585225535824946	"S01"	0.626809567156845	"IS01"
"SIDT1"	"SIDT1"	0.626768634598347	-0.564728462434918	-0.0902578885658504	"S01"	0.626768634598347	"IS01"
"CD22"	"CD22"	0.625740493360147	-0.415585164989914	-0.250281702346768	"S01"	0.625740493360147	"IS01"
"VPREB3"	"VPREB3"	0.625258008524272	-0.00751295942899793	-0.690729102753652	"S01"	0.625258008524272	"IS01"
"IFNAR2"	"IFNAR2"	0.620110171480361	-0.741339271421376	0.108040206177726	"S01"	0.620110171480361	"IS01"
"DOCK10"	"DOCK10"	0.616051419017786	-0.313158649204299	-0.350140346190049	"S01"	0.616051419017786	"IS01"
"BANK1"	"BANK1"	0.608681104714332	-0.120475879631004	-0.550126839709098	"S01"	0.608681104714332	"IS01"
"GPR25"	"GPR25"	0.605479859963157	-0.451940256742653	-0.188349047511822	"S01"	0.605479859963157	"IS01"
"EXOC3L4"	"EXOC3L4"	0.603306459944902	-0.255684015032766	-0.398005811413296	"S01"	0.603306459944902	"IS01"
"RP11.330H6.5"	"RP11.330H6.5"	0.601196338474752	-0.362090464571117	-0.280658310836902	"S01"	0.601196338474752	"IS01"
"TTC9"	"TTC9"	0.570179224989623	-0.117471375440137	-0.510340305829636	"S01"	0.570179224989623	"IS01"
"BTG2"	"BTG2"	0.56966117167731	-0.182910133220416	-0.439044334336938	"S01"	0.56966117167731	"IS01"
"KIAA0226L"	"KIAA0226L"	0.558771237008187	-0.942674630314595	0.394173209667444	"S01"	0.558771237008187	"IS01"
"GP1BA"	"GP1BA"	0.546671444306123	-0.249910631086095	-0.340944166873805	"S01"	0.546671444306123	"IS01"
"PASK"	"PASK"	0.54384849149156	0.199168083870748	-0.823089667134017	"S01"	0.54384849149156	"IS01"
"MDS2"	"MDS2"	0.541802489622953	-0.223590669405195	-0.363945046896254	"S01"	0.541802489622953	"IS01"
"OCM"	"OCM"	0.537636981167504	-0.531274145828007	-0.0267885324718493	"S01"	0.537636981167504	"IS01"
